Date,Large Cap LSTM,Large Cap MPT,Mid Cap LSTM,Mid Cap MPT,Small Cap LSTM,Small Cap MPT
2024-01-03 00:00:00+00:00,0.004592207331151288,0.002900713340946437,-0.01929905741668514,-0.01453592450776009,-0.01581313098009174,-0.029375158074455343
2024-01-04 00:00:00+00:00,-0.005798291202891548,0.002957423547809368,-0.012838170390883641,-0.00704930815514937,-0.018380631011477355,-0.040714470351780885
2024-01-05 00:00:00+00:00,-0.007960272543109936,0.008235176349208118,-0.00044565908731020176,-0.013847894076362222,-0.016597700170524976,-0.037642288722717354
2024-01-08 00:00:00+00:00,-0.007829290330370164,0.03265668848249503,0.01706999733243242,0.011844605892600946,-0.017217989383389143,-0.02701942086237996
2024-01-09 00:00:00+00:00,-0.008284816286202035,0.034368606524157075,0.013580433162893701,-3.8248439113264254e-05,-0.02692692290328258,-0.035812172979540535
2024-01-10 00:00:00+00:00,-0.005878347580499432,0.0415771836104728,0.009314052248801774,0.01307725446940311,-0.030192649317160147,-0.037168376522974
2024-01-11 00:00:00+00:00,-0.006578820166506794,0.044938892861325686,-0.0003245681677285228,0.016015097157927816,-0.03272413465426116,-0.04479795013645049
2024-01-12 00:00:00+00:00,0.00011321581782985923,0.0378490080958942,-0.013799636026303519,0.020010966179908385,-0.032971113501128246,-0.04840709545725097
2024-01-16 00:00:00+00:00,-0.008471405752985106,0.041950523149890895,-0.010945742953243576,0.009469191516408237,-0.04446232702021313,-0.05686143443998415
2024-01-17 00:00:00+00:00,-0.01456639225636569,0.03473166135947969,-0.020295596161197804,-0.0002019909541793874,-0.05317764948895232,-0.07335348734398195
2024-01-18 00:00:00+00:00,-0.007824461601171229,0.0354897698615666,-0.025084509890052953,0.011692473213831267,-0.0463131777508925,-0.06998061364147257
2024-01-19 00:00:00+00:00,-0.00678053045006044,0.052295820126198045,-0.003920486169008308,0.019322119955257566,-0.041178821735773474,-0.06615474812205968
2024-01-22 00:00:00+00:00,-0.007650527145983244,0.05561636984248297,-0.006403443972625378,0.04093630927502212,-0.0283049202245107,-0.06003089739133349
2024-01-23 00:00:00+00:00,-0.0008366206695377132,0.0575436071095603,-0.00873870350176642,0.034888398258968945,-0.03184197403033506,-0.047869498104078145
2024-01-24 00:00:00+00:00,0.0019646789659806263,0.06720961091725641,-0.022232308009206725,0.0344822137654357,-0.04452848224590411,-0.046088899030751085
2024-01-25 00:00:00+00:00,0.0219822399116385,0.03612412309995716,-0.009485348805474358,0.0365250550988403,-0.03641031817209184,-0.045475409493727414
2024-01-26 00:00:00+00:00,0.030011760785948915,0.04132642365963557,-0.008715028400710256,0.028140805313961126,-0.03008513944556057,-0.03405857865273598
2024-01-29 00:00:00+00:00,0.03387850332683828,0.05890338194418887,-0.0015715092861458002,0.028415402916571075,-0.04024222541715883,-0.028866144141968975
2024-01-30 00:00:00+00:00,0.04100628075339374,0.059473595987966865,0.0681333987963495,0.03148529269533151,-0.03903800274903113,-0.037197527366105376
2024-01-31 00:00:00+00:00,0.021226881215903992,0.050738629969489635,0.08053926134189626,0.02153904536392215,-0.05997746811614035,-0.14129398046016106
2024-02-01 00:00:00+00:00,0.028771378879238085,0.06697628745699635,0.08686395406767522,0.030575651483277788,-0.10987252896767419,-0.1510845430501555
2024-02-02 00:00:00+00:00,0.03151376290580532,0.08646296007747867,0.09622069616681883,0.05034698979484831,-0.10131672180219287,-0.1403708214661482
2024-02-05 00:00:00+00:00,0.028840024285744947,0.11338070992677252,0.06484286830577624,0.06003778579643826,-0.10900715860168653,-0.15508428027553167
2024-02-06 00:00:00+00:00,0.03531886081180646,0.11277110284620484,0.06978669040794139,0.07268987487294165,-0.10222914926328286,-0.1488192557287079
2024-02-07 00:00:00+00:00,0.03556170286751592,0.13974359018880977,0.08718087533125196,0.09174776132855955,-0.10439696164961298,-0.13338663903304315
2024-02-08 00:00:00+00:00,0.043594047427188976,0.14725290622249942,0.08630653421060663,0.08957081306519088,-0.09251631942269867,-0.13486573745014463
2024-02-09 00:00:00+00:00,0.03674907708072217,0.1636393789000834,0.08562184619512037,0.1002758120740892,-0.08954723735081316,-0.135642917562795
2024-02-12 00:00:00+00:00,0.04425070168972023,0.1553630863237152,0.10108824420991258,0.08976196376764523,-0.07705738359172509,-0.12107587749517257
2024-02-13 00:00:00+00:00,0.03103744269198372,0.15225520400505155,0.07582245922121911,0.07983051719823786,-0.1021793700079745,-0.1511462589921927
2024-02-14 00:00:00+00:00,0.028268254559695505,0.17226135035401513,0.07874378990738884,0.09702109640809287,-0.09905266992001671,-0.15218717835860318
2024-02-15 00:00:00+00:00,0.039888563109492514,0.1806982512230455,0.09356851091998042,0.09918553529865926,-0.093113978191954,-0.1401420415598913
2024-02-16 00:00:00+00:00,0.040800829141827366,0.19071472715907678,0.08529053325084313,0.08022387290976352,-0.11058034104926662,-0.14486729730672465
2024-02-20 00:00:00+00:00,0.05152673855078427,0.15673720691600734,0.09263429293835768,0.07855453284026215,-0.12000723277404735,-0.161184343823211
2024-02-21 00:00:00+00:00,0.056483527642301246,0.14508131775850996,0.10514116030875886,0.07457064193515794,-0.11591283699730359,-0.16091675036076925
2024-02-22 00:00:00+00:00,0.062277109896968996,0.21532532215068945,0.10441883894617643,0.10040267810161652,-0.1136129748365583,-0.16669447147127525
2024-02-23 00:00:00+00:00,0.05852890561937696,0.21046401651783442,0.11152059241245138,0.10706095244480363,-0.11117754747930542,-0.16071232539731928
2024-02-26 00:00:00+00:00,0.06272487941960625,0.22072223797612112,0.11614537942487302,0.11422333974792753,-0.11027445222692056,-0.1647661904836495
